area,Average_Speed,Vehicle_Density,Hour_of_Day,Day_of_Week,Is_Peak_Hour,Weather_Condition
Swargate,24.519313616154864,63.800000000000004,21,Wed,1,Foggy
University Circle,19.615450892923892,81.19999999999999,21,Wed,1,Foggy
Hadapsar,29.423176339385837,52.2,21,Wed,0,Foggy
Kothrud,34.327039062616805,43.5,21,Wed,1,Foggy
Hinjewadi,19.9855437881466,192.5,7,Sun,0,Foggy
Swargate,24.98192973518325,237.16,7,Sun,0,Foggy
University Circle,19.9855437881466,215.6,7,Sun,0,Foggy
Hadapsar,29.9783156822199,110.88,7,Sun,0,Foggy
Kothrud,34.97470162925655,144.375,7,Sun,0,Foggy
Hinjewadi,27.419102577284452,267.5,0,Sat,0,Clear
Swargate,34.273878221605564,235.4,0,Sat,0,Clear
University Circle,27.419102577284452,299.59999999999997,0,Sat,0,Clear
Hadapsar,41.12865386592667,154.08,0,Sat,0,Clear
Kothrud,47.98342951024779,200.625,0,Sat,0,Clear
Hinjewadi,31.732526458753355,140.0,17,Wed,1,Foggy
Swargate,39.66565807344169,123.20000000000002,17,Wed,1,Foggy
University Circle,31.732526458753355,156.79999999999998,17,Wed,1,Foggy
Hadapsar,47.598789688130026,100.8,17,Wed,1,Foggy
Kothrud,55.53192130281836,84.0,17,Wed,0,Foggy
Hinjewadi,15.24908022767234,204.75,2,Fri,0,Rainy
Swargate,28.592025426885634,138.60000000000002,2,Fri,0,Rainy
University Circle,11.436810170754255,176.39999999999998,2,Fri,0,Rainy
Hadapsar,28.592025426885634,113.4,2,Fri,0,Rainy
Kothrud,46.70030819724653,94.5,2,Fri,0,Rainy
Hinjewadi,29.01219435865204,312.5,16,Sat,0,Clear
Swargate,36.26524294831505,275.0,16,Sat,1,Clear
University Circle,29.01219435865204,350.0,16,Sat,0,Clear
Hadapsar,43.51829153797806,180.0,16,Sat,0,Clear
Kothrud,50.77134012764107,234.375,16,Sat,0,Clear
Hinjewadi,17.244318045093305,357.5,18,Mon,1,Foggy
Swargate,21.55539755636663,314.6,18,Mon,1,Foggy
University Circle,17.244318045093305,400.4,18,Mon,1,Foggy
Hadapsar,25.866477067639952,257.40000000000003,18,Mon,1,Foggy
Kothrud,30.17755657891328,214.5,18,Mon,1,Foggy
Hinjewadi,23.998687742873233,387.5,21,Sun,1,Clear
Swargate,29.99835967859154,477.4,21,Sun,1,Clear
University Circle,23.998687742873233,434.0,21,Sun,1,Clear
Hadapsar,35.998031614309845,223.20000000000002,21,Sun,0,Clear
Kothrud,41.997703550028156,290.625,21,Sun,1,Clear
Hinjewadi,16.665802497183122,500.5,9,Fri,1,Foggy
Swargate,20.832253121478903,338.8,9,Fri,1,Foggy
University Circle,16.665802497183122,431.2,9,Fri,1,Foggy
Hadapsar,24.998703745774684,277.2,9,Fri,1,Foggy
Kothrud,29.16515437007046,231.0,9,Fri,1,Foggy
Hinjewadi,8.76199633029754,100.0,14,Mon,0,Rainy
Swargate,16.42874311930789,88.0,14,Mon,0,Rainy
University Circle,6.571497247723156,112.0,14,Mon,0,Rainy
Hadapsar,16.42874311930789,72.0,14,Mon,0,Rainy
Kothrud,26.833613761536217,60.0,14,Mon,0,Rainy
Hinjewadi,34.63563326915184,42.5,2,Mon,0,Clear
Swargate,43.2945415864398,37.400000000000006,2,Mon,0,Clear
University Circle,34.63563326915184,47.599999999999994,2,Mon,0,Clear
Hadapsar,51.95344990372776,30.6,2,Mon,0,Clear
Kothrud,60.61235822101571,25.5,2,Mon,0,Clear
Hinjewadi,20.784601106781913,470.0,8,Thu,1,Clear
Swargate,25.98075138347739,413.6,8,Thu,0,Clear
University Circle,20.784601106781913,526.4,8,Thu,1,Clear
Hadapsar,31.176901660172867,338.40000000000003,8,Thu,0,Clear
Kothrud,36.37305193686834,282.0,8,Thu,0,Clear
Hinjewadi,11.67174266682214,585.0,7,Fri,0,Clear
Swargate,14.589678333527676,396.00000000000006,7,Fri,0,Clear
University Circle,11.67174266682214,503.99999999999994,7,Fri,0,Clear
Hadapsar,17.50761400023321,324.0,7,Fri,0,Clear
Kothrud,20.425549666938746,270.0,7,Fri,0,Clear
Hinjewadi,15.058736613839171,460.0,2,Thu,0,Rainy
Swargate,28.23513115094844,404.8,2,Thu,0,Rainy
University Circle,11.294052460379378,515.1999999999999,2,Thu,0,Rainy
Hadapsar,28.23513115094844,331.2,2,Thu,0,Rainy
Kothrud,46.11738087988245,276.0,2,Thu,0,Rainy
Hinjewadi,5.2130970647003565,150.0,5,Thu,0,Rainy
Swargate,9.774556996313168,132.0,5,Thu,0,Rainy
University Circle,3.9098227985252674,168.0,5,Thu,0,Rainy
Hadapsar,9.774556996313168,108.0,5,Thu,0,Rainy
Kothrud,15.96510976064484,90.0,5,Thu,0,Rainy
Hinjewadi,25.55482928175003,375.0,23,Tue,0,Clear
Swargate,31.94353660218754,330.0,23,Tue,0,Clear
University Circle,25.55482928175003,420.0,23,Tue,0,Clear
Hadapsar,38.33224392262505,270.0,23,Tue,0,Clear
Kothrud,44.72095124306255,225.0,23,Tue,0,Clear
Hinjewadi,15.225265668820132,357.5,0,Thu,0,Clear
Swargate,19.031582086025164,314.6,0,Thu,0,Clear
University Circle,15.225265668820132,400.4,0,Thu,0,Clear
Hadapsar,22.837898503230196,257.40000000000003,0,Thu,0,Clear
Kothrud,26.64421492043523,214.5,0,Thu,0,Clear
Hinjewadi,28.808162274997173,177.5,19,Wed,1,Clear
Swargate,36.01020284374646,156.20000000000002,19,Wed,1,Clear
University Circle,28.808162274997173,198.79999999999998,19,Wed,1,Clear
Hadapsar,43.21224341249575,127.8,19,Wed,1,Clear
Kothrud,50.41428398124504,106.5,19,Wed,1,Clear
Hinjewadi,9.51029445431613,262.5,6,Tue,0,Clear
Swargate,12.0,231.00000000000003,6,Tue,0,Clear
University Circle,9.51029445431613,294.0,6,Tue,0,Clear
Hadapsar,15.0,189.0,6,Tue,0,Clear
Kothrud,18.0,157.5,6,Tue,0,Clear
Hinjewadi,14.886930776190159,45.0,10,Sun,1,Rainy
Swargate,27.91299520535654,55.44,10,Sun,1,Rainy
University Circle,11.165198082142618,50.4,10,Sun,1,Rainy
Hadapsar,27.91299520535654,25.92,10,Sun,1,Rainy
Kothrud,45.591225502082345,33.75,10,Sun,1,Rainy
Hinjewadi,15.51914895987049,510.25,16,Fri,0,Clear
Swargate,19.39893619983811,345.40000000000003,16,Fri,1,Clear
University Circle,15.51914895987049,439.59999999999997,16,Fri,0,Clear
Hadapsar,23.278723439805734,282.6,16,Fri,0,Clear
Kothrud,27.158510679773354,235.5,16,Fri,0,Clear
Hinjewadi,13.473795998117502,373.75,8,Fri,1,Rainy
Swargate,25.263367496470313,253.00000000000003,8,Fri,0,Rainy
University Circle,10.105346998588125,322.0,8,Fri,1,Rainy
Hadapsar,25.263367496470313,207.0,8,Fri,0,Rainy
Kothrud,41.26350024423484,172.5,8,Fri,0,Rainy
Hinjewadi,8.259319237518822,25.0,5,Tue,0,Rainy
Swargate,15.486223570347786,22.0,5,Tue,0,Rainy
University Circle,6.194489428139115,28.0,5,Tue,0,Rainy
Hadapsar,15.486223570347786,18.0,5,Tue,0,Rainy
Kothrud,25.294165164901383,15.0,5,Tue,0,Rainy
Hinjewadi,10.077128622950887,382.5,7,Sat,0,Rainy
Swargate,18.89461616803291,336.6,7,Sat,0,Rainy
University Circle,7.5578464672131656,428.4,7,Sat,0,Rainy
Hadapsar,18.89461616803291,220.32000000000005,7,Sat,0,Rainy
Kothrud,30.861206407787087,286.875,7,Sat,0,Rainy
Hinjewadi,13.317919987511974,185.0,13,Thu,0,Clear
Swargate,16.647399984389967,162.8,13,Thu,1,Clear
University Circle,13.317919987511974,207.2,13,Thu,0,Clear
Hadapsar,19.97687998126796,133.20000000000002,13,Thu,0,Clear
Kothrud,23.306359978145952,111.0,13,Thu,0,Clear
Hinjewadi,14.084120522198583,152.5,11,Mon,1,Foggy
Swargate,17.60515065274823,134.20000000000002,11,Mon,1,Foggy
University Circle,14.084120522198583,170.79999999999998,11,Mon,1,Foggy
Hadapsar,21.126180783297873,109.8,11,Mon,1,Foggy
Kothrud,24.64721091384752,91.5,11,Mon,1,Foggy
Hinjewadi,19.60006350500842,331.5,13,Fri,0,Clear
Swargate,24.500079381260527,224.4,13,Fri,1,Clear
University Circle,19.60006350500842,285.59999999999997,13,Fri,0,Clear
Hadapsar,29.400095257512632,183.6,13,Fri,0,Clear
Kothrud,34.30011113376474,153.0,13,Fri,0,Clear
Hinjewadi,19.855725985904456,240.0,10,Wed,1,Clear
Swargate,24.81965748238057,211.20000000000002,10,Wed,1,Clear
University Circle,19.855725985904456,268.79999999999995,10,Wed,1,Clear
Hadapsar,29.783588978856685,172.8,10,Wed,1,Clear
Kothrud,34.7475204753328,144.0,10,Wed,1,Clear
Hinjewadi,11.782995913314835,65.0,7,Tue,0,Clear
Swargate,14.728744891643544,57.2,7,Tue,0,Clear
University Circle,11.782995913314835,72.8,7,Tue,0,Clear
Hadapsar,17.674493869972252,46.800000000000004,7,Tue,0,Clear
Kothrud,20.62024284830096,39.0,7,Tue,0,Clear
Hinjewadi,33.74124990967915,475.0,17,Sun,1,Clear
Swargate,42.17656238709893,585.2,17,Sun,1,Clear
University Circle,33.74124990967915,532.0,17,Sun,1,Clear
Hadapsar,50.61187486451872,273.6,17,Sun,1,Clear
Kothrud,59.0471873419385,356.25,17,Sun,0,Clear
Hinjewadi,13.918298621057929,427.5,22,Sun,0,Rainy
Swargate,26.096809914483618,526.6800000000001,22,Sun,0,Rainy
University Circle,10.438723965793447,478.79999999999995,22,Sun,0,Rainy
Hadapsar,26.096809914483618,246.24,22,Sun,0,Rainy
Kothrud,42.6247895269899,320.625,22,Sun,0,Rainy
Hinjewadi,22.655864288114287,45.0,10,Sun,1,Clear
Swargate,28.31983036014286,55.44,10,Sun,1,Clear
University Circle,22.655864288114287,50.4,10,Sun,1,Clear
Hadapsar,33.98379643217143,25.92,10,Sun,1,Clear
Kothrud,39.6477625042,33.75,10,Sun,1,Clear
Hinjewadi,12.535165446108241,145.0,22,Wed,0,Rainy
Swargate,23.50343521145295,127.60000000000001,22,Wed,0,Rainy
University Circle,9.40137408458118,162.39999999999998,22,Wed,0,Rainy
Hadapsar,23.50343521145295,104.4,22,Wed,0,Rainy
Kothrud,38.38894417870648,87.0,22,Wed,0,Rainy
Hinjewadi,4.820955206635193,287.5,8,Wed,1,Rainy
Swargate,9.039291012440986,253.00000000000003,8,Wed,0,Rainy
University Circle,3.615716404976394,322.0,8,Wed,1,Rainy
Hadapsar,9.039291012440986,207.0,8,Wed,0,Rainy
Kothrud,14.764175320320273,172.5,8,Wed,0,Rainy
Hinjewadi,12.928446743080627,345.0,15,Mon,0,Rainy
Swargate,24.240837643276173,303.6,15,Mon,0,Rainy
University Circle,9.69633505731047,386.4,15,Mon,0,Rainy
Hadapsar,24.240837643276173,248.4,15,Mon,0,Rainy
Kothrud,39.59336815068441,207.0,15,Mon,0,Rainy
Hinjewadi,14.473406373062517,252.5,15,Wed,0,Clear
Swargate,18.091757966328146,222.20000000000002,15,Wed,0,Clear
University Circle,14.473406373062517,282.79999999999995,15,Wed,0,Clear
Hadapsar,21.710109559593775,181.8,15,Wed,0,Clear
Kothrud,25.328461152859404,151.5,15,Wed,0,Clear
Hinjewadi,33.486097968751274,202.5,6,Sun,0,Clear
Swargate,41.85762246093909,249.48000000000002,6,Sun,0,Clear
University Circle,33.486097968751274,226.79999999999998,6,Sun,0,Clear
Hadapsar,50.22914695312691,116.64000000000001,6,Sun,0,Clear
Kothrud,58.600671445314724,151.875,6,Sun,0,Clear
Hinjewadi,38.10208600714343,598.0,5,Fri,0,Clear
Swargate,47.62760750892928,404.8,5,Fri,0,Clear
University Circle,38.10208600714343,515.1999999999999,5,Fri,0,Clear
Hadapsar,57.15312901071513,331.2,5,Fri,0,Clear
Kothrud,66.678650512501,276.0,5,Fri,0,Clear
Hinjewadi,7.557267918262524,112.5,14,Mon,0,Rainy
Swargate,14.169877346742231,99.00000000000001,14,Mon,0,Rainy
University Circle,5.667950938696893,125.99999999999999,14,Mon,0,Rainy
Hadapsar,14.169877346742231,81.0,14,Mon,0,Rainy
Kothrud,23.144132999678977,67.5,14,Mon,0,Rainy
Hinjewadi,11.204959920216544,282.5,12,Sat,0,Clear
Swargate,14.006199900270678,248.60000000000002,12,Sat,1,Clear
University Circle,11.204959920216544,316.4,12,Sat,1,Clear
Hadapsar,16.807439880324814,162.72000000000003,12,Sat,0,Clear
Kothrud,19.60867986037895,211.875,12,Sat,0,Clear
Hinjewadi,19.20021979114172,312.5,3,Sat,0,Clear
Swargate,24.00027473892715,275.0,3,Sat,0,Clear
University Circle,19.20021979114172,350.0,3,Sat,0,Clear
Hadapsar,28.80032968671258,180.0,3,Sat,0,Clear
Kothrud,33.600384634498006,234.375,3,Sat,0,Clear
Hinjewadi,16.096842909448103,305.5,4,Fri,0,Clear
Swargate,20.121053636810128,206.8,4,Fri,0,Clear
University Circle,16.096842909448103,263.2,4,Fri,0,Clear
Hadapsar,24.145264364172153,169.20000000000002,4,Fri,0,Clear
Kothrud,28.169475091534178,141.0,4,Fri,0,Clear
Hinjewadi,27.0992600604083,270.0,21,Mon,1,Clear
Swargate,33.874075075510376,237.60000000000002,21,Mon,1,Clear
University Circle,27.0992600604083,302.4,21,Mon,1,Clear
Hadapsar,40.64889009061245,194.4,21,Mon,0,Clear
Kothrud,47.423705105714525,162.0,21,Mon,1,Clear
Hinjewadi,14.697794426694678,430.0,10,Sun,1,Clear
Swargate,18.372243033368346,529.76,10,Sun,1,Clear
University Circle,14.697794426694678,481.59999999999997,10,Sun,1,Clear
Hadapsar,22.046691640042013,247.68000000000004,10,Sun,1,Clear
Kothrud,25.72114024671568,322.5,10,Sun,1,Clear
Hinjewadi,14.98872987003617,425.0,7,Mon,0,Rainy
Swargate,28.10386850631782,374.00000000000006,7,Mon,0,Rainy
University Circle,11.241547402527127,475.99999999999994,7,Mon,0,Rainy
Hadapsar,28.10386850631782,306.0,7,Mon,0,Rainy
Kothrud,45.90298522698576,255.0,7,Mon,0,Rainy
Hinjewadi,31.82214937080172,67.5,7,Mon,0,Clear
Swargate,39.77768671350215,59.400000000000006,7,Mon,0,Clear
University Circle,31.82214937080172,75.6,7,Mon,0,Clear
Hadapsar,47.73322405620258,48.6,7,Mon,0,Clear
Kothrud,55.688761398903004,40.5,7,Mon,0,Clear
Hinjewadi,11.260579227933977,275.0,2,Sun,0,Clear
Swargate,14.07572403491747,338.8,2,Sun,0,Clear
University Circle,11.260579227933977,308.0,2,Sun,0,Clear
Hadapsar,16.890868841900964,158.4,2,Sun,0,Clear
Kothrud,19.706013648884458,206.25,2,Sun,0,Clear
Hinjewadi,23.14994110000069,172.5,14,Sat,0,Clear
Swargate,28.93742637500086,151.8,14,Sat,0,Clear
University Circle,23.14994110000069,193.2,14,Sat,0,Clear
Hadapsar,34.72491165000103,99.36000000000001,14,Sat,0,Clear
Kothrud,40.512396925001205,129.375,14,Sat,0,Clear
Hinjewadi,20.537948627749497,450.0,21,Sun,1,Clear
Swargate,25.67243578468687,554.4000000000001,21,Sun,1,Clear
University Circle,20.537948627749497,503.99999999999994,21,Sun,1,Clear
Hadapsar,30.80692294162424,259.2,21,Sun,0,Clear
Kothrud,35.94141009856161,337.5,21,Sun,1,Clear
Hinjewadi,36.73341398264531,42.5,1,Wed,0,Clear
Swargate,45.91676747830663,37.400000000000006,1,Wed,0,Clear
University Circle,36.73341398264531,47.599999999999994,1,Wed,0,Clear
Hadapsar,55.100120973967954,30.6,1,Wed,0,Clear
Kothrud,64.28347446962928,25.5,1,Wed,0,Clear
Hinjewadi,29.52846766119893,300.0,1,Tue,0,Foggy
Swargate,36.910584576498664,264.0,1,Tue,0,Foggy
University Circle,29.52846766119893,336.0,1,Tue,0,Foggy
Hadapsar,44.2927014917984,216.0,1,Tue,0,Foggy
Kothrud,51.67481840709813,180.0,1,Tue,0,Foggy
Hinjewadi,8.390037457029358,372.5,21,Tue,1,Rainy
Swargate,15.731320231930043,327.8,21,Tue,1,Rainy
University Circle,6.292528092772018,417.2,21,Tue,1,Rainy
Hadapsar,15.731320231930043,268.2,21,Tue,0,Rainy
Kothrud,25.6944897121524,223.5,21,Tue,1,Rainy
Hinjewadi,18.94824320358064,435.5,23,Fri,0,Clear
Swargate,23.685304004475796,294.8,23,Fri,0,Clear
University Circle,18.94824320358064,375.2,23,Fri,0,Clear
Hadapsar,28.422364805370954,241.20000000000002,23,Fri,0,Clear
Kothrud,33.15942560626611,201.0,23,Fri,0,Clear
Hinjewadi,27.684132497318394,37.5,22,Wed,0,Clear
Swargate,34.60516562164799,33.0,22,Wed,0,Clear
University Circle,27.684132497318394,42.0,22,Wed,0,Clear
Hadapsar,41.52619874597759,27.0,22,Wed,0,Clear
Kothrud,48.447231870307185,22.5,22,Wed,0,Clear
Hinjewadi,16.952541788385307,403.0,17,Fri,1,Foggy
Swargate,21.190677235481633,272.8,17,Fri,1,Foggy
University Circle,16.952541788385307,347.2,17,Fri,1,Foggy
Hadapsar,25.42881268257796,223.20000000000002,17,Fri,1,Foggy
Kothrud,29.666948129674285,186.0,17,Fri,0,Foggy
Hinjewadi,5.365272241182979,35.0,3,Sat,0,Rainy
Swargate,10.059885452218085,30.800000000000004,3,Sat,0,Rainy
University Circle,4.023954180887234,39.199999999999996,3,Sat,0,Rainy
Hadapsar,10.059885452218085,20.16,3,Sat,0,Rainy
Kothrud,16.431146238622873,26.25,3,Sat,0,Rainy
Hinjewadi,35.6894642850852,295.0,3,Wed,0,Clear
Swargate,44.6118303563565,259.6,3,Wed,0,Clear
University Circle,35.6894642850852,330.4,3,Wed,0,Clear
Hadapsar,53.5341964276278,212.4,3,Wed,0,Clear
Kothrud,62.456562498899096,177.0,3,Wed,0,Clear
Hinjewadi,18.64734324833213,55.0,10,Mon,1,Clear
Swargate,23.309179060415165,48.400000000000006,10,Mon,1,Clear
University Circle,18.64734324833213,61.599999999999994,10,Mon,1,Clear
Hadapsar,27.9710148724982,39.6,10,Mon,1,Clear
Kothrud,32.63285068458123,33.0,10,Mon,1,Clear
Hinjewadi,34.344742805760966,32.5,11,Wed,1,Foggy
Swargate,42.93092850720121,28.6,11,Wed,1,Foggy
University Circle,34.344742805760966,36.4,11,Wed,1,Foggy
Hadapsar,51.51711420864145,23.400000000000002,11,Wed,1,Foggy
Kothrud,60.10329991008169,19.5,11,Wed,1,Foggy
Hinjewadi,3.783490021742961,367.5,16,Tue,0,Rainy
Swargate,7.199999999999999,323.40000000000003,16,Tue,1,Rainy
University Circle,2.8376175163072204,411.59999999999997,16,Tue,0,Rainy
Hadapsar,7.5,264.6,16,Tue,0,Rainy
Kothrud,12.6,220.5,16,Tue,0,Rainy
Hinjewadi,5.639805863352958,352.5,0,Sun,0,Rainy
Swargate,10.574635993786794,434.28000000000003,0,Sun,0,Rainy
University Circle,4.229854397514718,394.79999999999995,0,Sun,0,Rainy
Hadapsar,10.574635993786794,203.04000000000002,0,Sun,0,Rainy
Kothrud,17.27190545651843,264.375,0,Sun,0,Rainy
Hinjewadi,22.16619846295795,325.0,22,Sun,0,Clear
Swargate,27.707748078697435,400.4,22,Sun,0,Clear
University Circle,22.16619846295795,364.0,22,Sun,0,Clear
Hadapsar,33.24929769443692,187.20000000000002,22,Sun,0,Clear
Kothrud,38.7908473101764,243.75,22,Sun,0,Clear
Hinjewadi,25.563477282475393,110.0,22,Sun,0,Clear
Swargate,31.95434660309424,135.52,22,Sun,0,Clear
University Circle,25.563477282475393,123.19999999999999,22,Sun,0,Clear
Hadapsar,38.345215923713084,63.36000000000001,22,Sun,0,Clear
Kothrud,44.73608524433193,82.5,22,Sun,0,Clear
Hinjewadi,23.96466126515014,352.5,10,Sun,1,Clear
Swargate,29.955826581437677,434.28000000000003,10,Sun,1,Clear
University Circle,23.96466126515014,394.79999999999995,10,Sun,1,Clear
Hadapsar,35.94699189772521,203.04000000000002,10,Sun,1,Clear
Kothrud,41.93815721401275,264.375,10,Sun,1,Clear
Hinjewadi,35.99179678901012,410.0,20,Sat,1,Foggy
Swargate,44.98974598626264,360.8,20,Sat,1,Foggy
University Circle,35.99179678901012,459.2,20,Sat,1,Foggy
Hadapsar,53.987695183515164,236.16,20,Sat,1,Foggy
Kothrud,62.985644380767695,307.5,20,Sat,1,Foggy
Hinjewadi,34.27139255357251,282.5,0,Sat,0,Clear
Swargate,42.839240691965635,248.60000000000002,0,Sat,0,Clear
University Circle,34.27139255357251,316.4,0,Sat,0,Clear
Hadapsar,51.40708883035876,162.72000000000003,0,Sat,0,Clear
Kothrud,59.974936968751884,211.875,0,Sat,0,Clear
Hinjewadi,20.339122960426668,337.5,17,Sat,1,Clear
Swargate,25.423903700533334,297.0,17,Sat,1,Clear
University Circle,20.339122960426668,378.0,17,Sat,1,Clear
Hadapsar,30.50868444064,194.4,17,Sat,1,Clear
Kothrud,35.59346518074666,253.125,17,Sat,0,Clear
Hinjewadi,23.55617552687757,383.5,11,Fri,1,Clear
Swargate,29.445219408596962,259.6,11,Fri,1,Clear
University Circle,23.55617552687757,330.4,11,Fri,1,Clear
Hadapsar,35.33426329031635,212.4,11,Fri,1,Clear
Kothrud,41.223307172035746,177.0,11,Fri,1,Clear
Hinjewadi,18.589272504966246,310.0,16,Sun,0,Clear
Swargate,23.236590631207807,381.92,16,Sun,1,Clear
University Circle,18.589272504966246,347.2,16,Sun,0,Clear
Hadapsar,27.88390875744937,178.56000000000003,16,Sun,0,Clear
Kothrud,32.53122688369093,232.5,16,Sun,0,Clear
Hinjewadi,5.717608925604136,240.5,22,Fri,0,Rainy
Swargate,10.720516735507752,162.8,22,Fri,0,Rainy
University Circle,4.288206694203101,207.2,22,Fri,0,Rainy
Hadapsar,10.720516735507752,133.20000000000002,22,Fri,0,Rainy
Kothrud,17.51017733466266,111.0,22,Fri,0,Rainy
Hinjewadi,27.85516112166306,620.75,12,Fri,0,Clear
Swargate,34.818951402078824,420.20000000000005,12,Fri,1,Clear
University Circle,27.85516112166306,534.8,12,Fri,1,Clear
Hadapsar,41.78274168249459,343.8,12,Fri,0,Clear
Kothrud,48.74653196291035,286.5,12,Fri,0,Clear
Hinjewadi,9.5876599468428,362.5,14,Thu,0,Clear
Swargate,12.0,319.0,14,Thu,0,Clear
University Circle,9.5876599468428,406.0,14,Thu,0,Clear
Hadapsar,15.0,261.0,14,Thu,0,Clear
Kothrud,18.0,217.5,14,Thu,0,Clear
Hinjewadi,14.020223688815703,156.0,10,Fri,1,Rainy
Swargate,26.28791941652944,105.60000000000001,10,Fri,1,Rainy
University Circle,10.515167766611777,134.39999999999998,10,Fri,1,Rainy
Hadapsar,26.28791941652944,86.4,10,Fri,1,Rainy
Kothrud,42.93693504699808,72.0,10,Fri,1,Rainy
Hinjewadi,6.440946009763971,52.5,19,Tue,1,Rainy
Swargate,12.076773768307444,46.2,19,Tue,1,Rainy
University Circle,4.830709507322978,58.8,19,Tue,1,Rainy
Hadapsar,12.076773768307444,37.800000000000004,19,Tue,1,Rainy
Kothrud,19.725397154902154,31.5,19,Tue,1,Rainy
Hinjewadi,31.073749148731903,187.5,20,Wed,1,Clear
Swargate,38.842186435914876,165.0,20,Wed,1,Clear
University Circle,31.073749148731903,210.0,20,Wed,1,Clear
Hadapsar,46.61062372309785,135.0,20,Wed,1,Clear
Kothrud,54.37906101028082,112.5,20,Wed,1,Clear
Hinjewadi,32.15784127312161,32.5,8,Wed,1,Clear
Swargate,40.19730159140202,28.6,8,Wed,0,Clear
University Circle,32.15784127312161,36.4,8,Wed,1,Clear
Hadapsar,48.23676190968242,23.400000000000002,8,Wed,0,Clear
Kothrud,56.27622222796282,19.5,8,Wed,0,Clear
Hinjewadi,29.404048993301934,135.0,5,Mon,0,Clear
Swargate,36.755061241627416,118.80000000000001,5,Mon,0,Clear
University Circle,29.404048993301934,151.2,5,Mon,0,Clear
Hadapsar,44.1060734899529,97.2,5,Mon,0,Clear
Kothrud,51.45708573827838,81.0,5,Mon,0,Clear
Hinjewadi,5.208353589070338,180.0,10,Sun,1,Rainy
Swargate,9.765662979506883,221.76,10,Sun,1,Rainy
University Circle,3.9062651918027536,201.6,10,Sun,1,Rainy
Hadapsar,9.765662979506883,103.68,10,Sun,1,Rainy
Kothrud,15.950582866527906,135.0,10,Sun,1,Rainy
Hinjewadi,13.018006570137784,275.0,12,Wed,0,Foggy
Swargate,16.27250821267223,242.00000000000003,12,Wed,1,Foggy
University Circle,13.018006570137784,308.0,12,Wed,1,Foggy
Hadapsar,19.527009855206675,198.0,12,Wed,0,Foggy
Kothrud,22.781511497741118,165.0,12,Wed,0,Foggy
Hinjewadi,31.052287954766264,188.5,4,Fri,0,Foggy
Swargate,38.81535994345783,127.60000000000001,4,Fri,0,Foggy
University Circle,31.052287954766264,162.39999999999998,4,Fri,0,Foggy
Hadapsar,46.57843193214939,104.4,4,Fri,0,Foggy
Kothrud,54.34150392084096,87.0,4,Fri,0,Foggy
Hinjewadi,9.140418041004853,492.5,15,Mon,0,Rainy
Swargate,17.138283826884095,433.40000000000003,15,Mon,0,Rainy
University Circle,6.855313530753639,551.5999999999999,15,Mon,0,Rainy
Hadapsar,17.138283826884095,354.6,15,Mon,0,Rainy
Kothrud,27.992530250577353,295.5,15,Mon,0,Rainy
Hinjewadi,8.135072019093368,202.5,21,Thu,1,Rainy
Swargate,15.253260035800063,178.20000000000002,21,Thu,1,Rainy
University Circle,6.101304014320025,226.79999999999998,21,Thu,1,Rainy
Hadapsar,15.253260035800063,145.8,21,Thu,0,Rainy
Kothrud,24.91365805847343,121.5,21,Thu,1,Rainy
Hinjewadi,17.20035838028029,360.0,22,Thu,0,Foggy
Swargate,21.50044797535036,316.8,22,Thu,0,Foggy
University Circle,17.20035838028029,403.2,22,Thu,0,Foggy
Hadapsar,25.800537570420435,259.2,22,Thu,0,Foggy
Kothrud,30.100627165490504,216.0,22,Thu,0,Foggy
Hinjewadi,14.152253390978942,102.5,7,Wed,0,Foggy
Swargate,17.690316738723677,90.2,7,Wed,0,Foggy
University Circle,14.152253390978942,114.8,7,Wed,0,Foggy
